Data da Venda;Região;Vendedor;Seção;Vendas;Comissões
16/11/2012;Sul;Carolina;Eletrônicos;R$ 1.629,63;R$ 32,59
16/11/2012;Centro;Simone;Cine e Foto;R$ 3.852,87;R$ 77,06
17/11/2012;Norte;João Carlos;Eletrodomésticos;R$ 4.853,87;R$ 97,08
17/11/2012;Sudeste;Adriana;Casa e Construção;R$ 3.532,74;R$ 70,65
18/11/2012;Sudeste;Ana Maria;Cine e Foto;R$ 1.250,31;R$ 25,01
18/11/2012;Nordeste;João Carlos;Utilidades Domésticas;R$ 4.871,46;R$ 97,43
19/11/2012;Sul;Carolina;Utilidades Domésticas;R$ 1.204,65;R$ 24,09
19/11/2012;Norte;Carolina;Casa e Construção;R$ 1.841,16;R$ 36,82
19/11/2012;Sudeste;Ana Maria;Casa e Construção;R$ 2.166,59;R$ 43,33
22/11/2012;Nordeste;João Carlos;Eletrodomésticos;R$ 3.619,59;R$ 72,39
22/11/2012;Centro;João Carlos;Eletrônicos;R$ 3.544,54;R$ 70,89
23/11/2012;Sul;José Luiz;Eletrônicos;R$ 663,47;R$ 13,27
24/11/2012;Sul;Ricardo;Utilidades Domésticas;R$ 1.562,32;R$ 31,25
24/11/2012;Nordeste;Ana Maria;Cine e Foto;R$ 3.853,79;R$ 77,08
25/11/2012;Sul;João Carlos;Móveis e Decoração;R$ 1.390,20;R$ 27,80
27/11/2012;Centro;João Carlos;Utilidades Domésticas;R$ 2.169,39;R$ 43,39
27/11/2012;Sudeste;Carolina;Casa e Construção;R$ 1.553,43;R$ 31,07
29/11/2012;Norte;Ricardo;Esporte e Lazer;R$ 782,08;R$ 15,64
30/11/2012;Oeste;João Carlos;Cama, Mesa e Banho;R$ 4.683,76;R$ 93,68
30/11/2012;Nordeste;Ana Maria;Eletrodomésticos;R$ 640,33;R$ 12,81
30/11/2012;Oeste;Carolina;Cine e Foto;R$ 3.847,90;R$ 76,96
01/12/2012;Nordeste;Ricardo;Utilidades Domésticas;R$ 4.704,83;R$ 94,10
02/12/2012;Sul;Adriana;Cama, Mesa e Banho;R$ 3.243,02;R$ 64,86
02/12/2012;Norte;Ricardo;Utilidades Domésticas;R$ 4.583,83;R$ 91,68
04/12/2012;Nordeste;Roberto;Esporte e Lazer;R$ 616,54;R$ 12,33
05/12/2012;Centro;João Carlos;Casa e Construção;R$ 4.006,26;R$ 80,13
05/12/2012;Oeste;Ana Maria;Esporte e Lazer;R$ 1.860,50;R$ 37,21
06/12/2012;Sudeste;Ricardo;Roupas e Acessórios;R$ 1.950,20;R$ 39,00
06/12/2012;Centro;João Carlos;Esporte e Lazer;R$ 3.512,03;R$ 70,24
06/12/2012;Sudeste;João Carlos;Móveis e Decoração;R$ 2.146,00;R$ 42,92
06/12/2012;Nordeste;Ricardo;Móveis e Decoração;R$ 2.967,96;R$ 59,36
08/12/2012;Sul;Ana Maria;Roupas e Acessórios;R$ 1.796,14;R$ 35,92
09/12/2012;Sul;José Luiz;Casa e Construção;R$ 455,64;R$ 9,11
11/12/2012;Sudeste;João Carlos;Eletrônicos;R$ 620,24;R$ 12,40
13/12/2012;Nordeste;José Luiz;Utilidades Domésticas;R$ 3.951,76;R$ 79,04
15/12/2012;Oeste;Carolina;Esporte e Lazer;R$ 2.219,66;R$ 44,39
15/12/2012;Leste;José Luiz;Móveis e Decoração;R$ 488,64;R$ 9,77
15/12/2012;Leste;Adriana;Roupas e Acessórios;R$ 3.572,21;R$ 71,44
16/12/2012;Nordeste;Adriana;Roupas e Acessórios;R$ 1.976,97;R$ 39,54
17/12/2012;Centro;Carolina;Utilidades Domésticas;R$ 349,17;R$ 6,98
17/12/2012;Sudeste;Ricardo;Utilidades Domésticas;R$ 2.511,18;R$ 50,22
18/12/2012;Sudeste;Adriana;Eletrodomésticos;R$ 3.787,29;R$ 75,75
18/12/2012;Nordeste;Ricardo;Eletrônicos;R$ 947,43;R$ 18,95
18/12/2012;Sul;Carolina;Cine e Foto;R$ 3.786,81;R$ 75,74
19/12/2012;Norte;Roberto;Esporte e Lazer;R$ 4.993,76;R$ 99,88
19/12/2012;Sudeste;Roberto;Cama, Mesa e Banho;R$ 1.797,39;R$ 35,95
20/12/2012;Nordeste;Carolina;Eletrodomésticos;R$ 4.520,38;R$ 90,41
21/12/2012;Centro;João Carlos;Eletrônicos;R$ 1.600,91;R$ 32,02
21/12/2012;Oeste;Ricardo;Roupas e Acessórios;R$ 4.824,95;R$ 96,50
21/12/2012;Sudeste;Ana Maria;Eletrodomésticos;R$ 2.948,48;R$ 58,97
21/12/2012;Oeste;Simone;Eletrodomésticos;R$ 4.484,44;R$ 89,69
22/12/2012;Sul;João Carlos;Cama, Mesa e Banho;R$ 4.320,30;R$ 86,41
22/12/2012;Oeste;João Carlos;Esporte e Lazer;R$ 2.382,45;R$ 47,65
23/12/2012;Sul;Ricardo;Eletrônicos;R$ 3.672,69;R$ 73,45
24/12/2012;Leste;João Carlos;Utilidades Domésticas;R$ 1.472,99;R$ 29,46
24/12/2012;Oeste;José Luiz;Eletrônicos;R$ 3.102,22;R$ 62,04
25/12/2012;Sudeste;José Luiz;Roupas e Acessórios;R$ 2.551,61;R$ 51,03
26/12/2012;Sudeste;Adriana;Cama, Mesa e Banho;R$ 2.177,25;R$ 43,55
26/12/2012;Leste;Ana Maria;Cine e Foto;R$ 4.139,64;R$ 82,79
27/12/2012;Centro;Carolina;Cine e Foto;R$ 1.754,48;R$ 35,09
27/12/2012;Nordeste;Ana Maria;Casa e Construção;R$ 4.467,90;R$ 89,36
27/12/2012;Norte;Ricardo;Casa e Construção;R$ 1.633,15;R$ 32,66
27/12/2012;Norte;Carolina;Móveis e Decoração;R$ 4.719,99;R$ 94,40
29/12/2012;Sudeste;Carolina;Casa e Construção;R$ 797,92;R$ 15,96
31/12/2012;Sudeste;Ricardo;Móveis e Decoração;R$ 3.587,04;R$ 71,74
31/12/2012;Sul;João Carlos;Utilidades Domésticas;R$ 1.902,73;R$ 38,05
31/12/2012;Sudeste;João Carlos;Casa e Construção;R$ 1.979,38;R$ 39,59
31/12/2012;Oeste;Ricardo;Eletrodomésticos;R$ 2.793,50;R$ 55,87
01/01/2013;Sudeste;Carolina;Móveis e Decoração;R$ 3.856,93;R$ 77,14
01/01/2013;Nordeste;Ana Maria;Casa e Construção;R$ 1.511,34;R$ 30,23
02/01/2013;Norte;José Luiz;Eletrodomésticos;R$ 1.373,31;R$ 27,47
06/01/2013;Centro;João Carlos;Cama, Mesa e Banho;R$ 4.933,73;R$ 98,67
06/01/2013;Sudeste;João Carlos;Roupas e Acessórios;R$ 1.819,30;R$ 36,39
07/01/2013;Sudeste;José Luiz;Móveis e Decoração;R$ 3.771,39;R$ 75,43
08/01/2013;Norte;Ana Maria;Esporte e Lazer;R$ 2.618,03;R$ 52,36
08/01/2013;Nordeste;Ana Maria;Eletrodomésticos;R$ 2.489,56;R$ 49,79
09/01/2013;Sudeste;Adriana;Móveis e Decoração;R$ 1.986,20;R$ 39,72
09/01/2013;Sul;Carolina;Cine e Foto;R$ 4.708,44;R$ 94,17
10/01/2013;Sudeste;Carolina;Eletrodomésticos;R$ 1.989,91;R$ 39,80
12/01/2013;Nordeste;Carolina;Eletrônicos;R$ 2.927,08;R$ 58,54
12/01/2013;Sul;Ricardo;Roupas e Acessórios;R$ 3.706,90;R$ 74,14
13/01/2013;Norte;Ana Maria;Cama, Mesa e Banho;R$ 1.579,08;R$ 31,58
13/01/2013;Nordeste;Ana Maria;Eletrodomésticos;R$ 2.537,90;R$ 50,76
13/01/2013;Leste;Roberto;Cama, Mesa e Banho;R$ 1.682,69;R$ 33,65
14/01/2013;Nordeste;Carolina;Roupas e Acessórios;R$ 3.067,08;R$ 61,34
14/01/2013;Sul;João Carlos;Esporte e Lazer;R$ 3.576,58;R$ 71,53
16/01/2013;Sul;Adriana;Roupas e Acessórios;R$ 242,22;R$ 4,84
16/01/2013;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 2.192,30;R$ 43,85
17/01/2013;Leste;Ricardo;Cine e Foto;R$ 1.139,67;R$ 22,79
18/01/2013;Sudeste;José Luiz;Eletrônicos;R$ 1.904,57;R$ 38,09
18/01/2013;Centro;Carolina;Móveis e Decoração;R$ 1.302,67;R$ 26,05
21/01/2013;Sul;Ana Maria;Utilidades Domésticas;R$ 4.363,67;R$ 87,27
21/01/2013;Nordeste;João Carlos;Eletrônicos;R$ 4.437,99;R$ 88,76
21/01/2013;Sudeste;Carolina;Eletrodomésticos;R$ 2.469,32;R$ 49,39
21/01/2013;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 4.369,27;R$ 87,39
21/01/2013;Nordeste;José Luiz;Roupas e Acessórios;R$ 1.336,45;R$ 26,73
22/01/2013;Sul;Ana Maria;Utilidades Domésticas;R$ 3.832,28;R$ 76,65
22/01/2013;Centro;Carolina;Móveis e Decoração;R$ 4.853,39;R$ 97,07
23/01/2013;Nordeste;Adriana;Cama, Mesa e Banho;R$ 1.501,83;R$ 30,04
26/01/2013;Sul;Simone;Casa e Construção;R$ 2.131,37;R$ 42,63
27/01/2013;Oeste;Carolina;Roupas e Acessórios;R$ 2.459,06;R$ 49,18
29/01/2013;Sul;Roberto;Casa e Construção;R$ 1.620,12;R$ 32,40
30/01/2013;Sudeste;Ana Maria;Móveis e Decoração;R$ 1.854,25;R$ 37,09
30/01/2013;Oeste;Ricardo;Eletrônicos;R$ 4.917,73;R$ 98,35
01/02/2013;Norte;Ricardo;Eletrônicos;R$ 3.650,87;R$ 73,02
01/02/2013;Oeste;Ricardo;Eletrônicos;R$ 3.703,95;R$ 74,08
01/02/2013;Sul;Ricardo;Utilidades Domésticas;R$ 4.638,97;R$ 92,78
03/02/2013;Sudeste;Simone;Cine e Foto;R$ 1.241,80;R$ 24,84
05/02/2013;Norte;João Carlos;Esporte e Lazer;R$ 2.790,42;R$ 55,81
06/02/2013;Centro;Adriana;Cine e Foto;R$ 2.298,61;R$ 45,97
06/02/2013;Sul;Ana Maria;Esporte e Lazer;R$ 1.389,45;R$ 27,79
08/02/2013;Sul;João Carlos;Móveis e Decoração;R$ 3.004,08;R$ 60,08
08/02/2013;Sul;Ana Maria;Eletrônicos;R$ 995,55;R$ 19,91
09/02/2013;Nordeste;Ana Maria;Utilidades Domésticas;R$ 1.657,84;R$ 33,16
09/02/2013;Oeste;Ricardo;Roupas e Acessórios;R$ 4.089,60;R$ 81,79
11/02/2013;Nordeste;Adriana;Móveis e Decoração;R$ 4.559,64;R$ 91,19
12/02/2013;Oeste;Adriana;Móveis e Decoração;R$ 1.754,37;R$ 35,09
13/02/2013;Sudeste;João Carlos;Esporte e Lazer;R$ 1.503,13;R$ 30,06
13/02/2013;Sudeste;João Carlos;Casa e Construção;R$ 1.598,58;R$ 31,97
13/02/2013;Nordeste;Carolina;Esporte e Lazer;R$ 3.402,64;R$ 68,05
14/02/2013;Nordeste;José Luiz;Cine e Foto;R$ 4.090,00;R$ 81,80
14/02/2013;Sudeste;José Luiz;Roupas e Acessórios;R$ 2.858,30;R$ 57,17
15/02/2013;Sudeste;Simone;Eletrônicos;R$ 919,33;R$ 18,39
16/02/2013;Leste;Roberto;Cine e Foto;R$ 4.644,17;R$ 92,88
18/02/2013;Norte;João Carlos;Esporte e Lazer;R$ 2.596,18;R$ 51,92
19/02/2013;Oeste;Adriana;Cine e Foto;R$ 438,34;R$ 8,77
19/02/2013;Nordeste;Ricardo;Móveis e Decoração;R$ 2.223,01;R$ 44,46
19/02/2013;Centro;João Carlos;Eletrônicos;R$ 3.057,71;R$ 61,15
21/02/2013;Norte;João Carlos;Roupas e Acessórios;R$ 2.272,61;R$ 45,45
22/02/2013;Leste;Roberto;Utilidades Domésticas;R$ 642,36;R$ 12,85
22/02/2013;Centro;Ana Maria;Eletrônicos;R$ 2.411,37;R$ 48,23
23/02/2013;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 398,43;R$ 7,97
24/02/2013;Norte;João Carlos;Cine e Foto;R$ 3.970,12;R$ 79,40
25/02/2013;Centro;Ricardo;Cama, Mesa e Banho;R$ 1.384,34;R$ 27,69
25/02/2013;Sul;João Carlos;Móveis e Decoração;R$ 2.844,48;R$ 56,89
27/02/2013;Sudeste;Carolina;Eletrodomésticos;R$ 3.192,37;R$ 63,85
27/02/2013;Centro;João Carlos;Eletrônicos;R$ 529,35;R$ 10,59
27/02/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 1.785,15;R$ 35,70
28/02/2013;Nordeste;Adriana;Eletrodomésticos;R$ 1.540,73;R$ 30,81
28/02/2013;Leste;Carolina;Utilidades Domésticas;R$ 1.300,50;R$ 26,01
01/03/2013;Nordeste;Roberto;Eletrônicos;R$ 1.000,99;R$ 20,02
01/03/2013;Sudeste;João Carlos;Roupas e Acessórios;R$ 1.569,44;R$ 31,39
01/03/2013;Sul;Adriana;Cama, Mesa e Banho;R$ 3.461,42;R$ 69,23
01/03/2013;Centro;Ana Maria;Casa e Construção;R$ 2.400,97;R$ 48,02
02/03/2013;Sul;Carolina;Eletrodomésticos;R$ 4.123,99;R$ 82,48
03/03/2013;Sul;Simone;Esporte e Lazer;R$ 3.463,13;R$ 69,26
03/03/2013;Leste;Roberto;Esporte e Lazer;R$ 2.388,21;R$ 47,76
04/03/2013;Nordeste;João Carlos;Casa e Construção;R$ 4.129,78;R$ 82,60
05/03/2013;Centro;Adriana;Utilidades Domésticas;R$ 1.935,67;R$ 38,71
05/03/2013;Centro;João Carlos;Esporte e Lazer;R$ 1.053,45;R$ 21,07
05/03/2013;Sudeste;Ana Maria;Utilidades Domésticas;R$ 4.408,91;R$ 88,18
05/03/2013;Oeste;Ana Maria;Casa e Construção;R$ 1.403,26;R$ 28,07
06/03/2013;Leste;Adriana;Esporte e Lazer;R$ 730,31;R$ 14,61
06/03/2013;Centro;Simone;Cine e Foto;R$ 1.327,42;R$ 26,55
06/03/2013;Sul;Ricardo;Casa e Construção;R$ 4.340,78;R$ 86,82
06/03/2013;Centro;Carolina;Esporte e Lazer;R$ 1.351,20;R$ 27,02
06/03/2013;Leste;José Luiz;Esporte e Lazer;R$ 3.818,55;R$ 76,37
08/03/2013;Oeste;Carolina;Cine e Foto;R$ 2.361,82;R$ 47,24
08/03/2013;Leste;João Carlos;Eletrônicos;R$ 3.529,91;R$ 70,60
09/03/2013;Sul;José Luiz;Casa e Construção;R$ 3.983,98;R$ 79,68
09/03/2013;Centro;Ricardo;Utilidades Domésticas;R$ 1.488,27;R$ 29,77
09/03/2013;Sudeste;Ricardo;Eletrodomésticos;R$ 544,78;R$ 10,90
10/03/2013;Centro;Carolina;Móveis e Decoração;R$ 1.454,22;R$ 29,08
12/03/2013;Sudeste;Roberto;Móveis e Decoração;R$ 2.289,76;R$ 45,80
12/03/2013;Sudeste;Simone;Cama, Mesa e Banho;R$ 1.991,42;R$ 39,83
12/03/2013;Nordeste;Roberto;Cama, Mesa e Banho;R$ 3.825,30;R$ 76,51
12/03/2013;Leste;Carolina;Utilidades Domésticas;R$ 3.949,07;R$ 78,98
12/03/2013;Nordeste;Ana Maria;Utilidades Domésticas;R$ 4.093,65;R$ 81,87
13/03/2013;Oeste;José Luiz;Esporte e Lazer;R$ 2.763,18;R$ 55,26
13/03/2013;Nordeste;Ana Maria;Casa e Construção;R$ 1.140,54;R$ 22,81
14/03/2013;Nordeste;Carolina;Utilidades Domésticas;R$ 3.569,65;R$ 71,39
15/03/2013;Leste;Carolina;Cine e Foto;R$ 1.980,32;R$ 39,61
17/03/2013;Oeste;Carolina;Cama, Mesa e Banho;R$ 4.465,89;R$ 89,32
17/03/2013;Leste;Adriana;Móveis e Decoração;R$ 3.390,33;R$ 67,81
18/03/2013;Oeste;José Luiz;Utilidades Domésticas;R$ 2.987,23;R$ 59,74
18/03/2013;Nordeste;Roberto;Cama, Mesa e Banho;R$ 4.958,23;R$ 99,16
18/03/2013;Sudeste;Ricardo;Móveis e Decoração;R$ 3.527,11;R$ 70,54
18/03/2013;Centro;Carolina;Roupas e Acessórios;R$ 782,09;R$ 15,64
20/03/2013;Leste;João Carlos;Casa e Construção;R$ 3.125,43;R$ 62,51
20/03/2013;Nordeste;Carolina;Cama, Mesa e Banho;R$ 2.313,67;R$ 46,27
20/03/2013;Sul;Ana Maria;Esporte e Lazer;R$ 965,20;R$ 19,30
20/03/2013;Leste;Ana Maria;Eletrônicos;R$ 453,42;R$ 9,07
20/03/2013;Oeste;João Carlos;Eletrônicos;R$ 2.262,50;R$ 45,25
21/03/2013;Leste;Ana Maria;Móveis e Decoração;R$ 1.524,02;R$ 30,48
21/03/2013;Sul;Roberto;Roupas e Acessórios;R$ 886,51;R$ 17,73
22/03/2013;Leste;Ana Maria;Eletrodomésticos;R$ 3.726,60;R$ 74,53
22/03/2013;Norte;Ricardo;Eletrodomésticos;R$ 551,47;R$ 11,03
23/03/2013;Sudeste;Ana Maria;Cama, Mesa e Banho;R$ 1.235,22;R$ 24,70
24/03/2013;Sul;Ana Maria;Esporte e Lazer;R$ 404,22;R$ 8,08
25/03/2013;Sudeste;José Luiz;Roupas e Acessórios;R$ 2.846,26;R$ 56,93
25/03/2013;Centro;Ricardo;Eletrônicos;R$ 3.618,03;R$ 72,36
26/03/2013;Norte;Adriana;Utilidades Domésticas;R$ 4.677,70;R$ 93,55
27/03/2013;Sudeste;José Luiz;Utilidades Domésticas;R$ 4.742,43;R$ 94,85
28/03/2013;Sudeste;Ana Maria;Eletrodomésticos;R$ 3.990,10;R$ 79,80
29/03/2013;Centro;Simone;Eletrodomésticos;R$ 1.714,12;R$ 34,28
30/03/2013;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 3.200,11;R$ 64,00
30/03/2013;Sudeste;João Carlos;Cine e Foto;R$ 1.311,36;R$ 26,23
31/03/2013;Nordeste;Carolina;Casa e Construção;R$ 3.778,14;R$ 75,56
31/03/2013;Oeste;João Carlos;Esporte e Lazer;R$ 2.677,40;R$ 53,55
02/04/2013;Leste;João Carlos;Eletrônicos;R$ 1.186,79;R$ 23,74
03/04/2013;Oeste;Ricardo;Cama, Mesa e Banho;R$ 269,27;R$ 5,39
03/04/2013;Sudeste;Adriana;Cama, Mesa e Banho;R$ 576,74;R$ 11,53
05/04/2013;Oeste;Ana Maria;Roupas e Acessórios;R$ 3.358,46;R$ 67,17
05/04/2013;Norte;Carolina;Utilidades Domésticas;R$ 1.358,72;R$ 27,17
06/04/2013;Sudeste;Ana Maria;Cine e Foto;R$ 4.649,75;R$ 93,00
06/04/2013;Sudeste;Ricardo;Esporte e Lazer;R$ 4.120,75;R$ 82,42
08/04/2013;Sudeste;Ricardo;Móveis e Decoração;R$ 3.469,77;R$ 69,40
09/04/2013;Sul;Adriana;Roupas e Acessórios;R$ 2.364,34;R$ 47,29
09/04/2013;Centro;Simone;Roupas e Acessórios;R$ 3.127,70;R$ 62,55
10/04/2013;Sudeste;José Luiz;Móveis e Decoração;R$ 4.057,10;R$ 81,14
10/04/2013;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 2.624,51;R$ 52,49
11/04/2013;Sudeste;Simone;Utilidades Domésticas;R$ 4.929,46;R$ 98,59
11/04/2013;Norte;Ricardo;Eletrônicos;R$ 4.344,34;R$ 86,89
11/04/2013;Sul;Roberto;Cama, Mesa e Banho;R$ 4.907,47;R$ 98,15
12/04/2013;Centro;João Carlos;Esporte e Lazer;R$ 2.188,70;R$ 43,77
12/04/2013;Sul;Ana Maria;Casa e Construção;R$ 1.188,78;R$ 23,78
12/04/2013;Norte;Ana Maria;Cine e Foto;R$ 2.704,20;R$ 54,08
12/04/2013;Leste;João Carlos;Roupas e Acessórios;R$ 1.506,41;R$ 30,13
12/04/2013;Norte;Carolina;Cama, Mesa e Banho;R$ 4.577,03;R$ 91,54
12/04/2013;Sudeste;Ana Maria;Eletrodomésticos;R$ 4.756,44;R$ 95,13
13/04/2013;Sul;Adriana;Cama, Mesa e Banho;R$ 3.511,06;R$ 70,22
14/04/2013;Norte;Ana Maria;Cama, Mesa e Banho;R$ 3.154,29;R$ 63,09
15/04/2013;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 4.551,89;R$ 91,04
15/04/2013;Oeste;Ana Maria;Casa e Construção;R$ 945,04;R$ 18,90
16/04/2013;Oeste;Adriana;Roupas e Acessórios;R$ 1.908,82;R$ 38,18
17/04/2013;Norte;João Carlos;Eletrônicos;R$ 229,51;R$ 4,59
17/04/2013;Nordeste;Ana Maria;Esporte e Lazer;R$ 1.397,74;R$ 27,95
18/04/2013;Nordeste;Adriana;Móveis e Decoração;R$ 1.037,55;R$ 20,75
18/04/2013;Leste;Carolina;Eletrodomésticos;R$ 4.953,42;R$ 99,07
19/04/2013;Nordeste;Carolina;Eletrônicos;R$ 1.927,70;R$ 38,55
19/04/2013;Centro;José Luiz;Utilidades Domésticas;R$ 4.332,10;R$ 86,64
20/04/2013;Nordeste;Carolina;Casa e Construção;R$ 2.760,57;R$ 55,21
20/04/2013;Nordeste;Ricardo;Eletrônicos;R$ 4.448,25;R$ 88,97
21/04/2013;Sudeste;Carolina;Cine e Foto;R$ 2.040,17;R$ 40,80
22/04/2013;Sudeste;Carolina;Utilidades Domésticas;R$ 1.667,99;R$ 33,36
22/04/2013;Leste;Carolina;Cama, Mesa e Banho;R$ 768,53;R$ 15,37
22/04/2013;Leste;Roberto;Eletrônicos;R$ 3.261,12;R$ 65,22
23/04/2013;Sudeste;Carolina;Eletrodomésticos;R$ 4.726,81;R$ 94,54
23/04/2013;Nordeste;Adriana;Casa e Construção;R$ 2.397,27;R$ 47,95
23/04/2013;Sudeste;Simone;Cama, Mesa e Banho;R$ 4.476,76;R$ 89,54
24/04/2013;Sudeste;Carolina;Roupas e Acessórios;R$ 1.975,85;R$ 39,52
25/04/2013;Leste;Carolina;Cama, Mesa e Banho;R$ 1.762,27;R$ 35,25
25/04/2013;Sul;Roberto;Cama, Mesa e Banho;R$ 3.252,69;R$ 65,05
25/04/2013;Centro;José Luiz;Casa e Construção;R$ 3.748,03;R$ 74,96
26/04/2013;Sudeste;José Luiz;Eletrodomésticos;R$ 1.778,62;R$ 35,57
28/04/2013;Sul;João Carlos;Esporte e Lazer;R$ 1.817,65;R$ 36,35
28/04/2013;Nordeste;Carolina;Cama, Mesa e Banho;R$ 3.615,02;R$ 72,30
28/04/2013;Centro;Carolina;Cine e Foto;R$ 3.708,59;R$ 74,17
29/04/2013;Sudeste;Carolina;Cine e Foto;R$ 3.182,97;R$ 63,66
30/04/2013;Sudeste;Adriana;Utilidades Domésticas;R$ 1.914,42;R$ 38,29
30/04/2013;Sudeste;Ana Maria;Eletrodomésticos;R$ 4.918,79;R$ 98,38
30/04/2013;Sudeste;João Carlos;Casa e Construção;R$ 2.854,29;R$ 57,09
30/04/2013;Sul;Adriana;Cama, Mesa e Banho;R$ 3.892,05;R$ 77,84
01/05/2013;Nordeste;Carolina;Eletrodomésticos;R$ 4.704,27;R$ 94,09
01/05/2013;Nordeste;Ricardo;Eletrônicos;R$ 1.728,35;R$ 34,57
01/05/2013;Sudeste;José Luiz;Roupas e Acessórios;R$ 4.162,81;R$ 83,26
02/05/2013;Sudeste;João Carlos;Roupas e Acessórios;R$ 2.422,32;R$ 48,45
03/05/2013;Sudeste;João Carlos;Roupas e Acessórios;R$ 2.850,03;R$ 57,00
04/05/2013;Norte;Carolina;Utilidades Domésticas;R$ 503,41;R$ 10,07
04/05/2013;Nordeste;Carolina;Utilidades Domésticas;R$ 3.417,07;R$ 68,34
04/05/2013;Centro;Ana Maria;Móveis e Decoração;R$ 3.207,49;R$ 64,15
04/05/2013;Centro;Carolina;Utilidades Domésticas;R$ 3.380,07;R$ 67,60
05/05/2013;Norte;Roberto;Utilidades Domésticas;R$ 1.199,19;R$ 23,98
05/05/2013;Oeste;Adriana;Utilidades Domésticas;R$ 807,19;R$ 16,14
05/05/2013;Centro;João Carlos;Eletrônicos;R$ 2.549,98;R$ 51,00
06/05/2013;Sul;Adriana;Eletrônicos;R$ 4.826,20;R$ 96,52
06/05/2013;Sudeste;Carolina;Esporte e Lazer;R$ 711,66;R$ 14,23
06/05/2013;Sul;Ricardo;Roupas e Acessórios;R$ 608,84;R$ 12,18
06/05/2013;Sudeste;João Carlos;Casa e Construção;R$ 2.924,86;R$ 58,50
07/05/2013;Sul;João Carlos;Roupas e Acessórios;R$ 1.333,99;R$ 26,68
07/05/2013;Centro;Carolina;Utilidades Domésticas;R$ 4.141,03;R$ 82,82
07/05/2013;Leste;Carolina;Utilidades Domésticas;R$ 3.745,34;R$ 74,91
08/05/2013;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 1.794,76;R$ 35,90
08/05/2013;Leste;José Luiz;Cine e Foto;R$ 550,43;R$ 11,01
10/05/2013;Sul;Ricardo;Cama, Mesa e Banho;R$ 1.832,15;R$ 36,64
10/05/2013;Norte;Ricardo;Eletrônicos;R$ 2.234,30;R$ 44,69
11/05/2013;Sudeste;João Carlos;Casa e Construção;R$ 4.371,09;R$ 87,42
12/05/2013;Nordeste;Ricardo;Cine e Foto;R$ 2.861,78;R$ 57,24
13/05/2013;Sudeste;João Carlos;Utilidades Domésticas;R$ 566,97;R$ 11,34
14/05/2013;Centro;José Luiz;Eletrônicos;R$ 2.767,64;R$ 55,35
14/05/2013;Centro;Ricardo;Casa e Construção;R$ 2.514,83;R$ 50,30
15/05/2013;Sul;Adriana;Móveis e Decoração;R$ 529,65;R$ 10,59
15/05/2013;Centro;Ana Maria;Cine e Foto;R$ 855,30;R$ 17,11
15/05/2013;Centro;Carolina;Cama, Mesa e Banho;R$ 3.538,91;R$ 70,78
17/05/2013;Norte;José Luiz;Esporte e Lazer;R$ 1.930,17;R$ 38,60
18/05/2013;Leste;Ricardo;Cine e Foto;R$ 2.765,24;R$ 55,30
18/05/2013;Nordeste;Carolina;Casa e Construção;R$ 1.072,35;R$ 21,45
18/05/2013;Nordeste;Carolina;Roupas e Acessórios;R$ 1.434,99;R$ 28,70
18/05/2013;Oeste;Ana Maria;Eletrodomésticos;R$ 3.959,83;R$ 79,20
18/05/2013;Sul;João Carlos;Eletrônicos;R$ 3.439,41;R$ 68,79
19/05/2013;Centro;Carolina;Casa e Construção;R$ 3.854,78;R$ 77,10
19/05/2013;Sul;Ana Maria;Eletrodomésticos;R$ 3.852,77;R$ 77,06
19/05/2013;Sul;Carolina;Cine e Foto;R$ 4.428,47;R$ 88,57
19/05/2013;Sul;João Carlos;Cama, Mesa e Banho;R$ 4.135,47;R$ 82,71
20/05/2013;Leste;João Carlos;Esporte e Lazer;R$ 1.492,10;R$ 29,84
20/05/2013;Centro;José Luiz;Móveis e Decoração;R$ 2.503,11;R$ 50,06
21/05/2013;Leste;Ricardo;Eletrodomésticos;R$ 4.995,29;R$ 99,91
21/05/2013;Sul;João Carlos;Cama, Mesa e Banho;R$ 2.708,99;R$ 54,18
22/05/2013;Leste;José Luiz;Eletrônicos;R$ 4.701,00;R$ 94,02
24/05/2013;Sudeste;Ana Maria;Esporte e Lazer;R$ 310,77;R$ 6,22
27/05/2013;Norte;Adriana;Eletrodomésticos;R$ 892,54;R$ 17,85
27/05/2013;Sudeste;José Luiz;Roupas e Acessórios;R$ 304,19;R$ 6,08
29/05/2013;Sudeste;José Luiz;Esporte e Lazer;R$ 2.417,03;R$ 48,34
29/05/2013;Leste;Ana Maria;Cine e Foto;R$ 4.757,74;R$ 95,15
29/05/2013;Oeste;João Carlos;Casa e Construção;R$ 1.954,79;R$ 39,10
01/06/2013;Norte;José Luiz;Eletrodomésticos;R$ 2.268,84;R$ 45,38
01/06/2013;Sudeste;Carolina;Esporte e Lazer;R$ 1.158,42;R$ 23,17
01/06/2013;Leste;João Carlos;Eletrodomésticos;R$ 368,14;R$ 7,36
